ticket_id,visitor_id,purchase_date,ticket_type,price,discount_pct,payment_method,valid_from,valid_until
604,1592,2024-12-06 10:19:51.006286,Day,85.05,33,Cash,2025-01-05,2025-01-05
605,730,2023-12-15 16:00:24.338634,Multi-Day,193.42,34,Mobile,2023-12-26,2024-01-01
606,240,2024-03-16 15:06:12.848871,Promo,59.64,33,Cash,2024-04-02,2024-04-03
607,141,2024-06-16 07:46:11.199194,Day,114.91,21,Mobile,2024-07-08,2024-07-08
608,139,2025-11-08 08:11:13.537385,Multi-Day,178.7,30,Cash,2025-12-04,2025-12-08
609,70,2024-06-21 19:55:07.610965,Day,98.78,22,Mobile,2024-06-28,2024-06-28
610,385,2024-06-27 20:41:24.518920,Season,388.09,18,Cash,2024-07-06,2025-01-25
611,630,2025-02-08 18:01:25.896840,Day,87.37,3,Mobile,2025-02-20,2025-02-20
612,2246,2024-09-28 19:26:52.455554,Promo,42.06,23,Cash,2024-10-19,2024-10-22
613,205,2025-06-23 06:37:34.447042,Multi-Day,197.05,19,Card,2025-07-19,2025-07-23
614,1750,2024-08-06 21:57:16.133988,Promo,59.11,38,Card,2024-08-08,2024-08-11
615,568,2024-02-20 13:04:04.688420,Multi-Day,191.11,27,Cash,2024-03-20,2024-03-23
616,982,2025-09-03 08:57:19.989393,Season,380.14,38,Card,2025-09-18,2026-06-05
617,805,2025-11-11 01:36:50.623914,Multi-Day,153.7,16,Cash,2025-11-22,2025-11-25
618,1711,2024-09-19 19:12:06.626201,Day,105.18,18,Cash,2024-10-17,2024-10-17
619,882,2025-07-04 05:18:53.984746,Day,82.14,47,Card,2025-07-22,2025-07-22
620,2036,2024-03-04 03:43:14.472012,Season,329.84,34,Cash,2024-03-12,2024-10-24
621,974,2024-03-01 09:18:56.641458,Multi-Day,178.14,31,Mobile,2024-03-31,2024-04-07
622,640,2025-09-28 13:33:09.097241,Season,360.77,46,Cash,2025-10-19,2026-06-04
623,1455,2025-08-20 07:14:55.955280,Day,119.76,45,Cash,2025-09-04,2025-09-04
624,325,2024-01-10 03:13:43.771440,Promo,44.74,46,Card,2024-02-02,2024-02-03
625,442,2025-10-13 09:09:55.478377,Season,452.89,45,Mobile,2025-10-20,2026-06-18
626,804,2024-10-30 11:50:41.068248,Promo,64.25,38,Cash,2024-11-26,2024-11-28
627,2336,2025-03-19 13:52:42.562349,Promo,71.63,34,Cash,2025-03-25,2025-03-26
628,226,2024-07-27 13:26:13.760290,Multi-Day,161.28,29,Cash,2024-08-02,2024-08-05
629,1088,2024-05-27 23:53:45.350087,Season,404.51,16,Cash,2024-06-22,2025-05-26
630,967,2023-12-17 21:16:43.097425,Promo,58.02,41,Cash,2023-12-28,2023-12-29
631,560,2024-07-13 12:47:21.050058,Promo,57.71,46,Cash,2024-08-06,2024-08-07
632,714,2024-05-13 04:58:57.829209,Multi-Day,193.01,28,Mobile,2024-05-16,2024-05-18
633,498,2024-08-28 07:11:52.181500,Multi-Day,199.5,5,Mobile,2024-09-18,2024-09-25
634,2108,2024-02-29 15:54:51.206242,Day,92.22,16,Cash,2024-03-15,2024-03-15
635,257,2024-02-29 02:11:24.319037,Promo,64.84,16,Cash,2024-03-19,2024-03-20
636,577,2025-03-03 20:03:20.225092,Day,104.39,13,Card,2025-03-27,2025-03-27
637,2287,2024-07-01 10:35:32.757815,Promo,69.6,23,Mobile,2024-07-28,2024-07-31
638,38,2024-05-24 21:28:52.826154,Day,117.9,49,Mobile,2024-06-23,2024-06-23
639,2073,2024-04-29 10:06:14.955322,Multi-Day,160.39,36,Cash,2024-04-30,2024-05-05
640,410,2024-10-11 23:51:52.077066,Season,342.21,39,Mobile,2024-10-22,2025-09-25
641,461,2025-04-01 16:28:28.409953,Multi-Day,183.02,38,Mobile,2025-04-11,2025-04-16
642,1441,2025-07-07 22:49:19.016306,Day,86.28,31,Card,2025-08-04,2025-08-04
643,2405,2025-09-22 17:17:53.923053,Day,86.95,35,Card,2025-10-20,2025-10-20
644,383,2025-05-01 02:17:07.558335,Season,315.01,49,Mobile,2025-05-29,2026-04-21
645,1833,2025-09-18 23:03:29.956249,Promo,40.11,36,Mobile,2025-10-15,2025-10-17
646,569,2024-01-14 00:08:34.305045,Day,98.02,47,Mobile,2024-01-29,2024-01-29
647,1072,2024-09-22 21:57:25.938571,Day,103.75,13,Cash,2024-09-27,2024-09-27
648,433,2025-03-13 08:25:13.742231,Day,91.65,26,Card,2025-04-06,2025-04-06
649,56,2024-06-20 07:34:59.609313,Season,346.3,18,Cash,2024-07-19,2025-05-25
650,2316,2024-10-24 02:16:10.453597,Multi-Day,185.35,30,Card,2024-11-01,2024-11-06
651,2117,2025-08-25 01:35:28.527823,Day,108.12,45,Card,2025-09-01,2025-09-01
652,1752,2024-09-26 05:01:57.574582,Season,390.81,8,Card,2024-10-20,2025-09-12
653,2048,2025-08-15 18:01:48.623582,Day,107.5,37,Mobile,2025-08-19,2025-08-19
654,902,2025-07-01 15:42:09.569785,Promo,76.96,16,Card,2025-07-02,2025-07-05
655,1625,2024-02-10 13:14:36.839503,Season,457.57,18,Cash,2024-03-06,2024-12-19
656,257,2025-02-24 10:42:46.172138,Day,105.0,43,Card,2025-03-11,2025-03-11
657,672,2024-04-26 21:15:31.950029,Season,432.24,3,Cash,2024-05-26,2025-04-09
658,490,2025-04-18 17:24:46.928450,Day,117.35,47,Card,2025-04-19,2025-04-19
659,2097,2024-11-18 15:01:20.117788,Multi-Day,171.26,10,Card,2024-12-04,2024-12-08
660,1683,2025-08-05 10:16:16.463726,Day,101.78,21,Mobile,2025-08-17,2025-08-17
661,316,2025-01-05 20:21:25.915667,Season,429.53,3,Cash,2025-02-01,2026-01-22
662,2461,2024-11-16 05:41:04.549497,Promo,76.34,16,Card,2024-12-10,2024-12-11
663,434,2025-06-01 08:32:31.018009,Promo,73.07,7,Card,2025-06-15,2025-06-16
664,1026,2023-12-30 11:08:58.632190,Promo,42.86,45,Cash,2024-01-21,2024-01-24
665,1976,2024-09-09 05:13:11.703322,Day,86.64,33,Card,2024-09-23,2024-09-23
666,1980,2024-01-21 10:17:40.910210,Multi-Day,165.38,10,Mobile,2024-01-31,2024-02-07
667,1390,2025-04-17 13:50:09.519415,Day,109.96,30,Cash,2025-04-17,2025-04-17
668,420,2024-06-30 22:18:14.254319,Promo,62.77,10,Mobile,2024-06-30,2024-07-03
669,1597,2025-02-22 06:50:45.448930,Season,357.72,37,Cash,2025-02-28,2025-12-02
670,1585,2024-12-02 13:54:19.535203,Promo,44.97,20,Cash,2024-12-20,2024-12-21
671,844,2024-12-04 17:27:20.627081,Season,437.74,45,Cash,2024-12-14,2025-09-12
672,1468,2024-08-26 19:08:05.701433,Multi-Day,184.99,29,Card,2024-09-14,2024-09-18
673,434,2024-08-09 22:57:21.534602,Season,488.54,9,Cash,2024-08-14,2025-06-30
674,1579,2024-07-20 20:31:34.529924,Day,100.02,25,Cash,2024-07-28,2024-07-28
675,2105,2025-07-26 04:01:24.596585,Day,99.75,26,Cash,2025-08-02,2025-08-02
676,964,2024-01-23 03:07:37.155823,Day,83.22,7,Mobile,2024-01-31,2024-01-31
677,977,2025-10-04 18:24:38.870988,Season,307.97,38,Cash,2025-10-19,2026-09-20
678,46,2024-03-25 10:19:37.743344,Day,97.28,7,Card,2024-04-04,2024-04-04
679,1194,2025-08-10 14:17:08.879514,Day,92.89,7,Cash,2025-08-21,2025-08-21
680,417,2025-04-05 16:23:30.356819,Day,90.01,33,Cash,2025-04-10,2025-04-10
681,848,2024-04-02 07:04:27.496263,Multi-Day,154.57,15,Mobile,2024-04-17,2024-04-22
682,2187,2024-03-06 15:24:20.837873,Season,492.38,40,Card,2024-03-12,2024-12-24
683,247,2025-10-10 15:26:05.911109,Season,467.19,12,Card,2025-11-01,2026-08-03
684,230,2025-09-23 15:43:10.256217,Promo,63.01,22,Card,2025-10-04,2025-10-06
685,792,2024-12-11 19:36:44.692371,Season,490.16,11,Cash,2024-12-19,2025-10-10
686,637,2024-12-24 05:09:10.830098,Multi-Day,199.98,26,Cash,2024-12-29,2025-01-04
687,2422,2024-10-06 17:41:48.745706,Season,434.46,21,Card,2024-10-10,2025-09-02
688,738,2023-12-26 02:20:13.476258,Multi-Day,163.48,31,Card,2024-01-16,2024-01-19
689,1089,2025-10-01 06:54:23.141517,Multi-Day,152.01,48,Mobile,2025-10-27,2025-10-29
690,88,2025-07-26 18:02:47.794905,Season,451.25,26,Card,2025-08-18,2026-04-24
691,713,2025-02-15 14:53:09.286042,Promo,58.82,1,Cash,2025-03-12,2025-03-13
692,1750,2024-09-05 13:58:41.554199,Day,106.06,44,Cash,2024-09-22,2024-09-22
693,1228,2025-09-29 02:38:01.245962,Day,116.64,32,Cash,2025-10-12,2025-10-12
694,1937,2025-02-09 23:25:09.874530,Season,336.3,25,Mobile,2025-03-08,2025-12-10
695,1406,2025-06-03 11:03:52.143836,Season,417.07,27,Card,2025-06-09,2026-01-12
696,601,2024-04-01 23:45:36.862810,Multi-Day,181.74,18,Cash,2024-04-26,2024-05-03
697,1500,2024-11-25 21:30:01.474520,Season,398.35,42,Mobile,2024-11-29,2025-09-26
698,214,2024-03-18 21:54:15.532967,Multi-Day,154.56,4,Mobile,2024-04-12,2024-04-14
699,2122,2025-04-14 10:55:50.284315,Promo,53.92,32,Cash,2025-04-19,2025-04-21
700,2109,2024-12-18 14:37:12.005136,Season,366.66,19,Mobile,2025-01-02,2025-08-04
701,698,2024-06-21 23:41:53.133021,Day,106.81,29,Mobile,2024-07-19,2024-07-19
702,1243,2025-08-31 16:51:28.504088,Day,114.31,44,Cash,2025-09-27,2025-09-27
703,2060,2024-07-22 11:41:06.945851,Season,365.96,7,Mobile,2024-08-11,2025-06-19
704,2080,2023-12-28 06:03:46.737340,Multi-Day,184.68,37,Cash,2024-01-14,2024-01-21
705,1184,2024-01-22 15:31:17.778997,Day,91.53,16,Cash,2024-02-01,2024-02-01
706,1001,2024-05-04 13:26:08.093730,Multi-Day,197.26,43,Mobile,2024-05-29,2024-06-03
707,237,2025-04-01 04:38:24.245079,Season,462.71,0,Cash,2025-04-10,2025-12-10
708,1205,2025-07-12 09:04:51.735598,Season,410.02,2,Cash,2025-07-29,2026-06-19
709,1482,2024-12-24 06:53:49.553450,Day,98.19,45,Card,2024-12-25,2024-12-25
710,1104,2025-08-19 17:52:10.729422,Season,362.9,25,Cash,2025-08-31,2026-03-24
711,647,2024-10-26 19:09:05.323369,Promo,52.93,30,Card,2024-11-17,2024-11-18
712,473,2025-06-26 10:45:40.367886,Promo,78.81,7,Card,2025-06-27,2025-06-28
713,112,2025-05-29 16:24:35.050486,Day,96.17,42,Card,2025-06-24,2025-06-24
714,1846,2024-03-27 03:19:05.122677,Promo,60.58,45,Card,2024-04-04,2024-04-06
715,1655,2025-05-23 05:28:19.591053,Multi-Day,199.41,7,Mobile,2025-06-18,2025-06-25
716,383,2025-09-25 21:55:33.005224,Day,106.31,34,Mobile,2025-09-28,2025-09-28
717,17,2024-04-25 15:05:37.121738,Day,101.7,38,Cash,2024-05-09,2024-05-09
718,493,2024-10-06 14:11:02.346884,Multi-Day,170.66,27,Cash,2024-10-29,2024-11-02
719,1897,2024-08-30 09:26:37.528990,Promo,47.5,50,Cash,2024-09-07,2024-09-09
720,1510,2024-10-09 10:18:07.461946,Promo,54.47,3,Mobile,2024-10-20,2024-10-23
721,117,2024-06-26 16:12:05.064412,Promo,70.26,15,Card,2024-07-13,2024-07-15
722,1579,2025-06-22 18:47:13.732482,Day,105.02,12,Mobile,2025-07-03,2025-07-03
723,880,2025-10-04 07:27:46.823954,Day,110.4,19,Mobile,2025-10-04,2025-10-04
724,2163,2025-05-25 13:11:04.296439,Promo,48.14,50,Cash,2025-06-07,2025-06-08
725,1819,2024-12-27 18:02:50.908594,Season,409.84,4,Cash,2025-01-07,2025-12-26
726,1573,2024-03-04 05:08:15.825778,Promo,77.11,36,Cash,2024-04-03,2024-04-06
727,1649,2025-10-15 11:03:26.038604,Multi-Day,171.91,19,Card,2025-10-21,2025-10-27
728,644,2025-04-21 13:39:07.950471,Day,107.93,23,Card,2025-05-09,2025-05-09
729,1360,2025-06-15 14:10:44.606384,Multi-Day,156.07,35,Mobile,2025-07-05,2025-07-12
730,336,2024-04-09 16:35:13.992982,Multi-Day,198.66,33,Card,2024-04-26,2024-04-29
731,147,2024-03-09 22:30:50.847890,Day,104.35,44,Cash,2024-04-02,2024-04-02
732,122,2024-10-28 14:53:47.169806,Season,347.86,47,Card,2024-11-06,2025-08-03
733,81,2024-08-28 06:21:04.705548,Promo,46.34,33,Card,2024-09-07,2024-09-10
734,2423,2023-12-17 00:19:45.084364,Multi-Day,177.54,18,Card,2024-01-02,2024-01-07
735,2111,2024-05-21 08:04:25.999374,Day,102.09,16,Card,2024-06-14,2024-06-14
736,504,2023-11-30 09:25:56.626047,Multi-Day,154.66,4,Cash,2023-12-23,2023-12-28
737,668,2025-11-20 09:02:46.837777,Promo,79.69,24,Cash,2025-12-18,2025-12-19
738,2497,2024-11-12 11:24:20.107551,Season,482.59,17,Mobile,2024-11-24,2025-10-27
739,1445,2025-01-08 08:34:53.980721,Season,392.29,49,Mobile,2025-01-17,2025-11-11
740,1346,2025-07-24 13:08:56.339181,Season,323.49,7,Mobile,2025-08-13,2026-03-18
741,1190,2024-10-10 06:29:52.536940,Day,113.29,26,Card,2024-11-06,2024-11-06
742,1621,2024-01-23 04:40:50.853329,Day,99.94,14,Card,2024-01-28,2024-01-28
743,1981,2025-05-21 11:12:17.506052,Season,443.32,44,Cash,2025-06-10,2026-03-03
744,1673,2024-09-17 16:34:32.917129,Promo,60.35,12,Mobile,2024-09-30,2024-10-03
745,459,2025-03-25 20:40:36.486770,Promo,50.94,15,Cash,2025-04-13,2025-04-16
746,1213,2024-05-09 21:58:28.332337,Day,113.39,21,Mobile,2024-05-21,2024-05-21
747,464,2024-05-05 18:15:17.898248,Season,496.05,19,Mobile,2024-06-01,2024-12-16
748,912,2025-03-05 08:10:00.062588,Promo,49.75,12,Mobile,2025-03-07,2025-03-08
749,2427,2024-08-05 01:54:38.189095,Promo,62.05,19,Card,2024-08-15,2024-08-16
750,1026,2025-08-21 23:06:02.916516,Promo,55.34,1,Mobile,2025-08-31,2025-09-02
751,2412,2025-05-31 05:22:42.472192,Day,116.87,34,Mobile,2025-06-20,2025-06-20
752,72,2025-10-23 15:34:18.741675,Season,401.65,46,Card,2025-11-01,2026-10-28
753,1451,2025-04-22 21:21:13.316282,Multi-Day,193.97,18,Mobile,2025-04-30,2025-05-06
754,1194,2024-11-10 10:43:36.788217,Season,472.81,44,Card,2024-11-30,2025-09-07
755,1849,2024-08-01 13:11:26.907738,Season,355.25,36,Card,2024-08-09,2025-05-29
756,2385,2024-10-01 06:08:55.641295,Day,111.6,5,Cash,2024-10-25,2024-10-25
757,2023,2024-04-14 14:24:46.943889,Promo,56.6,13,Card,2024-05-11,2024-05-13
758,2243,2025-03-14 13:44:50.861625,Promo,77.37,3,Card,2025-04-06,2025-04-09
759,1012,2025-08-13 16:59:27.822219,Day,100.31,21,Card,2025-08-29,2025-08-29
760,653,2025-08-08 07:11:12.158858,Day,112.82,50,Mobile,2025-09-07,2025-09-07
761,1299,2024-10-21 10:17:02.473051,Day,91.31,38,Cash,2024-11-04,2024-11-04
762,7,2025-03-10 03:37:18.082566,Day,91.94,35,Mobile,2025-03-23,2025-03-23
763,905,2025-06-07 18:50:45.721609,Day,103.48,33,Card,2025-06-12,2025-06-12
764,2029,2024-01-05 15:10:08.473749,Multi-Day,199.95,26,Card,2024-01-10,2024-01-12
765,616,2024-07-24 03:09:34.044190,Season,397.93,6,Cash,2024-07-28,2025-03-25
766,1874,2024-07-30 17:58:56.110157,Season,329.72,2,Cash,2024-08-20,2025-04-21
767,770,2024-08-12 00:14:52.113652,Season,407.72,46,Card,2024-09-11,2025-09-05
768,2290,2025-01-25 03:04:14.733109,Promo,53.8,32,Card,2025-02-17,2025-02-18
769,1567,2024-05-03 04:13:49.179981,Multi-Day,177.6,1,Mobile,2024-05-09,2024-05-12
770,1486,2025-10-13 02:35:39.231418,Season,408.69,41,Card,2025-10-25,2026-05-19
771,1441,2025-06-14 05:49:20.616695,Promo,58.21,15,Mobile,2025-06-17,2025-06-18
772,766,2024-05-04 20:34:02.763519,Multi-Day,166.09,24,Cash,2024-06-02,2024-06-07
773,384,2025-03-04 02:24:37.837722,Multi-Day,159.43,14,Mobile,2025-03-21,2025-03-23
774,2439,2025-07-19 23:41:23.734261,Promo,67.9,23,Card,2025-07-19,2025-07-21
775,688,2024-03-29 01:21:54.857392,Multi-Day,178.59,14,Mobile,2024-04-14,2024-04-16
776,1150,2024-08-03 04:55:21.571269,Promo,49.34,30,Mobile,2024-08-06,2024-08-08
777,47,2025-09-30 15:52:08.711750,Season,455.11,13,Cash,2025-10-19,2026-05-26
778,1973,2024-10-17 22:59:44.529946,Promo,41.75,13,Mobile,2024-10-19,2024-10-22
779,464,2025-09-21 06:25:17.246037,Multi-Day,187.24,5,Card,2025-10-20,2025-10-25
780,1873,2024-07-10 16:27:18.577483,Season,441.05,13,Mobile,2024-07-19,2025-03-14
781,123,2024-03-23 22:45:20.036444,Season,462.28,16,Mobile,2024-03-30,2024-12-07
782,2182,2024-05-29 15:19:32.422932,Day,95.44,17,Mobile,2024-06-12,2024-06-12
783,1643,2025-06-05 00:14:52.261327,Day,106.55,19,Card,2025-06-25,2025-06-25
784,841,2025-11-03 14:23:19.171795,Multi-Day,191.04,50,Mobile,2025-11-07,2025-11-10
785,1586,2024-07-24 11:29:38.689702,Promo,79.23,16,Card,2024-08-09,2024-08-10
786,1804,2024-07-29 08:35:37.677521,Promo,59.81,15,Mobile,2024-07-29,2024-07-30
787,23,2025-09-18 19:35:24.063318,Multi-Day,151.85,39,Cash,2025-10-09,2025-10-13
788,566,2024-12-10 06:45:00.263797,Season,400.46,38,Cash,2025-01-06,2025-09-26
789,1910,2025-05-09 02:30:52.662487,Multi-Day,179.51,31,Cash,2025-06-05,2025-06-10
790,965,2025-04-20 01:27:50.261602,Multi-Day,193.49,43,Card,2025-05-04,2025-05-10
791,2283,2024-05-06 12:57:26.454917,Season,474.84,8,Card,2024-06-04,2025-02-08
792,996,2025-01-21 08:35:51.711449,Promo,57.61,26,Card,2025-02-07,2025-02-09
793,1188,2024-10-19 04:53:01.849564,Multi-Day,176.3,45,Mobile,2024-10-23,2024-10-30
794,1795,2025-09-24 02:48:05.931231,Promo,58.28,32,Card,2025-10-11,2025-10-12
795,826,2024-10-25 06:02:26.001276,Multi-Day,186.12,9,Card,2024-11-12,2024-11-18
796,216,2023-12-24 00:49:25.275509,Season,382.0,16,Card,2024-01-07,2024-12-13
797,657,2024-02-09 21:50:57.865732,Season,430.96,48,Card,2024-03-03,2025-02-08
798,1114,2024-09-24 03:57:47.538218,Day,86.17,48,Cash,2024-10-22,2024-10-22
799,1988,2025-11-03 16:16:10.953070,Season,393.9,35,Mobile,2025-11-21,2026-09-08
800,311,2024-12-22 03:05:25.235926,Day,118.77,16,Cash,2025-01-07,2025-01-07
801,557,2025-10-22 11:14:11.345345,Multi-Day,166.93,17,Mobile,2025-11-11,2025-11-18
802,2305,2024-08-14 08:52:36.506549,Promo,67.71,22,Mobile,2024-08-31,2024-09-02
803,1557,2025-01-24 23:02:31.946097,Season,429.97,33,Cash,2025-02-22,2025-11-17
804,52,2025-03-05 06:30:10.494763,Season,470.35,7,Card,2025-03-20,2026-02-01
805,1362,2025-08-17 16:26:55.233704,Season,470.47,12,Cash,2025-08-24,2026-03-14
806,1195,2024-09-12 14:28:45.104896,Multi-Day,192.97,22,Mobile,2024-09-26,2024-09-30
807,1649,2025-03-10 14:15:09.903863,Day,95.2,19,Mobile,2025-03-21,2025-03-21
808,2348,2024-05-13 18:40:02.408903,Multi-Day,165.83,21,Card,2024-05-26,2024-05-30
809,672,2024-09-06 05:03:39.867779,Promo,68.75,46,Cash,2024-09-10,2024-09-12
810,778,2025-06-22 03:25:05.251806,Multi-Day,187.97,22,Mobile,2025-06-22,2025-06-24
811,832,2025-08-24 15:21:20.449932,Promo,74.9,40,Cash,2025-09-09,2025-09-10
812,2280,2024-08-29 06:47:04.251194,Season,307.18,34,Card,2024-09-09,2025-05-20
813,1861,2023-12-03 05:10:58.323077,Promo,42.74,2,Card,2023-12-18,2023-12-21
814,1530,2025-10-29 10:53:23.975389,Promo,65.25,33,Mobile,2025-10-29,2025-11-01
815,2076,2024-06-16 03:10:12.838210,Day,116.84,32,Card,2024-07-15,2024-07-15
816,1973,2025-03-29 18:40:25.417008,Promo,79.9,45,Mobile,2025-04-13,2025-04-15
817,1075,2025-09-11 04:14:39.050190,Promo,69.87,16,Mobile,2025-09-20,2025-09-21
818,1717,2025-05-23 11:21:15.972577,Multi-Day,171.7,44,Card,2025-06-16,2025-06-21
819,1284,2024-10-05 14:25:07.952768,Season,319.69,18,Card,2024-10-30,2025-07-11
820,591,2025-05-23 11:03:19.640750,Multi-Day,181.69,29,Cash,2025-06-11,2025-06-14
821,1987,2024-04-25 01:50:50.423927,Multi-Day,193.63,22,Cash,2024-05-20,2024-05-22
822,1002,2025-04-28 07:44:53.898713,Season,388.74,14,Mobile,2025-05-15,2026-02-14
823,2232,2025-02-23 00:39:35.836986,Season,438.8,13,Cash,2025-03-01,2025-12-11
824,1047,2024-01-16 07:17:02.677468,Promo,76.14,1,Mobile,2024-02-13,2024-02-16
825,2177,2025-04-12 08:12:10.831678,Promo,41.84,38,Card,2025-04-25,2025-04-27
826,2339,2024-06-19 16:46:22.729108,Day,111.85,48,Card,2024-06-26,2024-06-26
827,1856,2025-02-07 11:16:24.292769,Multi-Day,164.67,17,Cash,2025-02-12,2025-02-19
828,501,2024-08-08 22:36:03.345409,Season,374.97,5,Mobile,2024-08-31,2025-08-11
829,2234,2024-10-30 10:17:06.376225,Promo,45.82,31,Mobile,2024-11-11,2024-11-13
830,479,2025-04-12 02:44:21.392927,Season,406.23,20,Cash,2025-04-19,2025-12-22
831,1595,2023-12-16 23:24:12.995662,Promo,62.64,39,Mobile,2023-12-18,2023-12-20
832,513,2025-03-21 00:59:56.022772,Day,111.7,27,Mobile,2025-04-10,2025-04-10
833,2333,2024-09-29 18:22:09.139085,Day,86.8,26,Card,2024-10-06,2024-10-06
834,601,2024-03-22 19:50:33.869614,Season,315.79,1,Mobile,2024-04-07,2025-03-09
835,1441,2025-04-03 07:04:12.165025,Day,114.83,32,Mobile,2025-04-28,2025-04-28
836,1124,2024-06-03 21:24:39.008260,Season,423.94,15,Mobile,2024-06-25,2025-06-15
837,189,2024-07-11 03:11:59.291534,Promo,49.63,38,Cash,2024-07-19,2024-07-21
838,989,2025-07-31 05:20:29.310404,Multi-Day,195.64,21,Cash,2025-08-20,2025-08-27
839,1882,2025-04-03 08:48:13.789198,Day,85.72,42,Cash,2025-04-20,2025-04-20
840,388,2024-06-16 12:06:15.988067,Promo,58.45,46,Mobile,2024-07-11,2024-07-13
841,2289,2024-03-21 08:26:04.046943,Multi-Day,162.7,12,Mobile,2024-04-03,2024-04-06
842,1806,2024-06-13 05:57:22.509058,Multi-Day,162.77,1,Cash,2024-07-10,2024-07-12
843,2034,2024-11-16 04:16:37.779819,Multi-Day,150.47,13,Cash,2024-11-21,2024-11-24
844,1755,2023-12-13 08:11:22.212925,Promo,72.19,37,Mobile,2023-12-22,2023-12-23
845,2465,2025-01-04 01:34:18.162337,Promo,76.05,40,Mobile,2025-01-24,2025-01-26
846,2224,2024-07-18 14:41:45.089512,Season,435.52,27,Card,2024-08-06,2025-05-28
847,387,2024-01-07 23:37:20.701510,Multi-Day,157.9,6,Cash,2024-01-15,2024-01-22
848,1495,2024-02-27 19:18:20.765042,Multi-Day,172.09,17,Mobile,2024-03-17,2024-03-22
849,853,2025-05-03 05:45:03.306798,Multi-Day,167.28,40,Cash,2025-05-09,2025-05-13
850,452,2024-05-08 08:00:27.479475,Season,417.51,35,Cash,2024-05-08,2024-12-12
851,2325,2025-10-23 02:33:50.258814,Multi-Day,181.95,40,Cash,2025-10-24,2025-10-30
852,1759,2025-01-19 05:19:22.996377,Promo,56.97,35,Card,2025-01-19,2025-01-20
853,213,2023-12-16 22:08:59.236208,Multi-Day,162.5,43,Mobile,2023-12-19,2023-12-23
854,41,2024-02-19 10:47:04.429163,Day,113.81,3,Mobile,2024-02-27,2024-02-27
855,1146,2025-05-05 09:04:55.787077,Promo,47.97,29,Cash,2025-05-09,2025-05-12
856,2342,2024-11-28 02:59:21.176162,Season,376.94,23,Mobile,2024-12-12,2025-06-12
857,600,2024-01-31 07:34:14.337890,Multi-Day,174.16,19,Card,2024-02-07,2024-02-09
858,2025,2025-06-02 00:29:48.100583,Day,89.49,45,Cash,2025-06-06,2025-06-06
859,2031,2024-03-09 18:13:56.440112,Season,414.38,30,Card,2024-03-09,2025-01-09
860,1783,2024-05-07 04:58:09.687396,Season,414.96,23,Card,2024-05-13,2025-02-04
861,1852,2024-08-11 13:45:02.181954,Promo,79.71,6,Mobile,2024-08-24,2024-08-26
862,2499,2024-12-31 02:21:15.649425,Season,359.05,25,Mobile,2025-01-25,2025-11-28
863,1780,2024-01-03 17:43:43.132451,Season,495.59,12,Card,2024-01-14,2024-11-07
864,2382,2025-09-06 07:08:04.616656,Season,431.65,7,Mobile,2025-09-28,2026-04-04
865,1905,2024-12-29 22:09:29.998344,Season,354.9,4,Card,2025-01-08,2025-07-27
866,2092,2025-11-23 11:51:38.123762,Multi-Day,178.3,43,Card,2025-12-19,2025-12-22
867,144,2023-12-23 16:17:55.189419,Multi-Day,184.29,12,Cash,2023-12-24,2023-12-28
868,333,2025-03-31 13:41:29.060024,Multi-Day,187.23,28,Card,2025-04-24,2025-04-29
869,998,2025-10-16 20:25:38.369520,Multi-Day,152.45,19,Card,2025-10-18,2025-10-24
870,1420,2024-08-18 23:04:52.319195,Day,104.26,13,Mobile,2024-09-02,2024-09-02
871,55,2024-05-03 06:36:25.136916,Multi-Day,174.84,31,Cash,2024-05-08,2024-05-11
872,1331,2024-10-24 10:26:03.860266,Season,480.83,49,Mobile,2024-11-21,2025-07-23
873,1447,2025-07-29 07:47:18.965722,Multi-Day,164.31,26,Cash,2025-08-24,2025-08-29
874,1441,2024-04-18 03:22:24.504591,Multi-Day,189.94,24,Mobile,2024-05-14,2024-05-16
875,2373,2024-09-15 12:01:14.990550,Promo,64.28,3,Card,2024-09-18,2024-09-21
876,1734,2023-12-11 06:11:39.578604,Season,370.46,20,Cash,2023-12-18,2024-09-21
877,1695,2025-03-03 23:57:01.662269,Multi-Day,181.83,17,Cash,2025-03-27,2025-04-01
878,80,2024-10-19 04:35:48.770154,Multi-Day,181.04,38,Cash,2024-10-26,2024-11-02
879,985,2024-03-25 18:16:16.263485,Multi-Day,183.89,14,Cash,2024-03-26,2024-03-29
880,865,2025-06-07 16:05:52.631650,Day,108.84,37,Mobile,2025-06-21,2025-06-21
881,1588,2024-01-16 12:58:19.118689,Multi-Day,182.96,47,Mobile,2024-02-08,2024-02-10
882,472,2024-07-15 12:02:46.791210,Promo,73.53,23,Cash,2024-07-31,2024-08-03
883,2122,2024-08-29 21:48:58.122346,Season,425.65,7,Cash,2024-09-04,2025-07-02
884,1577,2025-02-11 18:01:59.019356,Season,480.68,27,Cash,2025-02-23,2026-02-12
885,1503,2025-03-21 15:16:26.227100,Multi-Day,182.32,20,Mobile,2025-04-20,2025-04-24
886,589,2024-08-20 12:08:45.383527,Multi-Day,165.45,15,Cash,2024-09-18,2024-09-22
887,1411,2025-04-17 11:47:17.383305,Multi-Day,172.04,15,Cash,2025-04-22,2025-04-29
888,1906,2025-01-23 04:43:36.176866,Season,415.91,34,Cash,2025-02-15,2025-08-24
