order_id,visitor_id,employee_id,location_id,order_time,items_count,total_amount,payment_method
817,1903,166,8,2025-05-31 16:17:59.132242,4,39.29,Mobile
818,853,104,9,2024-12-17 17:35:45.132248,2,36.79,Mobile
819,1663,55,15,2025-10-17 20:01:16.132254,1,14.28,Mobile
820,2312,3,7,2024-11-27 11:37:21.132261,1,21.73,Cash
821,2210,235,20,2025-05-04 19:51:55.132269,6,70.51,Mobile
822,1345,94,11,2025-01-07 17:45:21.132276,2,21.17,Card
823,142,116,6,2025-08-03 13:51:05.132284,2,31.25,Cash
824,635,357,12,2025-03-17 17:16:54.132291,6,49.0,Card
825,900,189,4,2025-10-10 19:26:55.132299,5,28.09,Card
826,515,77,4,2025-10-07 16:53:23.132306,5,56.83,Cash
827,41,299,8,2025-02-06 14:54:05.132314,2,19.91,Cash
828,728,368,4,2024-12-21 17:12:44.132321,4,35.02,Mobile
829,2074,150,19,2024-12-23 19:46:11.132329,6,59.59,Mobile
830,296,66,9,2025-10-01 16:24:16.132336,3,28.45,Cash
831,949,313,13,2025-10-29 14:09:29.132344,4,47.4,Mobile
832,2378,384,3,2024-12-05 18:50:04.132351,6,65.96,Cash
833,732,329,16,2025-07-02 11:06:54.132358,6,44.84,Mobile
834,1007,241,16,2025-07-17 20:33:04.132366,4,39.15,Cash
835,1948,186,13,2025-04-21 18:47:25.132373,2,8.05,Card
836,1659,294,20,2024-12-10 13:02:34.132381,4,37.61,Mobile
837,1045,18,3,2025-05-07 20:24:27.132388,5,65.31,Mobile
838,300,131,9,2025-02-03 11:59:04.132395,1,27.5,Cash
839,2145,103,2,2025-04-10 11:06:50.132402,3,32.46,Card
840,763,338,5,2025-02-19 18:58:17.132410,5,69.57,Card
841,1117,157,17,2025-04-02 21:22:28.132417,4,35.6,Card
842,55,267,8,2025-02-10 12:32:55.132425,3,25.32,Card
843,63,159,11,2024-12-24 12:52:40.132432,4,53.73,Card
844,1453,170,1,2025-04-29 19:02:10.132448,5,61.48,Cash
845,850,118,7,2025-11-21 19:08:57.132455,1,13.43,Cash
846,787,307,7,2025-02-16 19:03:59.132463,2,30.35,Cash
847,2052,205,11,2025-07-16 09:46:49.132470,6,69.87,Mobile
848,133,299,19,2025-01-20 18:58:53.132482,4,54.86,Mobile
849,1638,351,10,2025-03-15 20:56:52.132490,6,72.73,Card
850,1143,254,10,2025-10-24 18:06:24.132497,2,13.01,Mobile
851,868,97,13,2025-03-08 19:11:03.132505,3,15.05,Card
852,1472,112,4,2025-06-20 20:32:32.132512,6,75.6,Mobile
853,1542,282,12,2025-10-09 21:20:33.132519,2,27.99,Cash
854,181,387,3,2025-10-07 11:34:44.132527,4,45.04,Card
855,1346,155,20,2025-02-17 19:48:20.132534,5,77.33,Mobile
856,685,312,15,2025-09-13 14:28:22.132541,5,55.97,Card
857,521,34,13,2024-12-23 15:38:02.132549,4,46.27,Cash
858,1481,90,14,2025-04-11 13:12:36.132556,5,48.05,Mobile
859,493,58,10,2025-07-12 11:40:45.132564,2,28.64,Cash
860,664,229,13,2025-07-16 14:17:00.132571,4,35.38,Cash
861,2377,288,15,2025-06-16 16:04:29.132578,1,27.25,Card
862,1562,262,4,2025-01-13 14:29:21.132586,4,33.41,Card
863,1197,378,17,2025-08-12 13:25:12.132594,4,44.5,Card
864,1584,169,8,2025-07-01 18:11:00.132603,1,14.67,Mobile
865,2241,245,6,2025-02-17 14:55:56.132610,5,72.73,Mobile
866,1453,17,7,2025-03-09 13:56:37.132618,4,43.24,Cash
867,2201,87,3,2025-02-14 12:49:26.132626,5,60.05,Card
868,1303,40,19,2025-08-31 19:29:46.132633,1,15.28,Card
869,1362,376,7,2024-12-26 20:42:28.132641,2,38.68,Cash
870,1174,32,7,2025-01-11 21:25:49.132648,3,54.36,Mobile
871,1626,288,6,2025-07-07 11:53:55.132656,3,31.48,Card
872,175,230,3,2025-10-30 14:45:16.132663,1,4.28,Cash
873,2141,157,6,2025-07-08 11:03:42.132670,6,79.02,Cash
874,618,317,10,2025-03-20 10:01:32.132678,2,43.8,Mobile
875,1807,4,14,2025-08-05 09:47:34.132684,5,65.29,Mobile
876,2187,203,19,2025-01-15 14:57:13.132692,6,65.39,Mobile
877,2439,51,6,2025-03-16 18:04:39.132700,5,44.74,Mobile
878,649,24,13,2025-05-06 11:34:18.132707,1,9.91,Cash
879,1424,380,18,2025-06-19 11:24:17.132715,6,73.88,Cash
880,1171,137,10,2024-12-02 18:31:56.132722,3,34.66,Cash
881,1279,95,3,2025-03-30 20:37:55.132730,6,45.67,Mobile
882,2472,317,11,2025-02-05 12:09:46.132737,5,64.13,Mobile
883,249,30,3,2025-08-04 17:19:35.132744,3,28.96,Cash
884,903,120,8,2025-09-27 11:01:00.132752,1,5.15,Cash
885,1255,60,16,2025-10-05 20:41:36.132759,3,40.59,Mobile
886,2229,394,12,2024-12-04 14:43:22.132767,3,13.08,Mobile
887,1635,225,16,2025-07-10 14:11:58.132774,6,79.81,Cash
888,1208,28,13,2025-11-03 17:58:36.132781,4,57.82,Mobile
889,2463,264,13,2025-01-24 18:37:20.132789,4,34.02,Mobile
890,445,196,5,2025-06-16 19:26:11.132796,4,48.79,Card
891,1768,244,15,2025-04-30 12:28:55.132803,5,23.37,Cash
892,1221,349,7,2024-12-01 12:20:29.132811,1,12.84,Mobile
893,1164,211,11,2024-12-04 18:36:14.132818,1,11.77,Cash
894,2155,359,11,2025-03-15 12:54:33.132826,6,67.1,Mobile
895,1746,105,1,2025-03-25 19:08:47.132833,3,17.0,Cash
896,1900,212,11,2025-09-22 13:38:13.132840,6,45.17,Card
897,256,297,10,2024-12-15 10:51:59.132848,4,27.18,Mobile
898,1146,312,12,2025-07-10 20:55:46.132856,5,43.44,Card
899,644,355,8,2024-12-04 18:19:29.132863,1,15.81,Cash
900,345,172,1,2025-05-09 12:54:09.132871,5,46.0,Card
901,2487,265,6,2025-06-09 11:24:03.132878,1,22.05,Card
902,2427,288,2,2025-07-03 21:39:53.132886,1,3.46,Mobile
903,289,80,14,2025-11-09 14:43:09.132893,6,66.53,Cash
904,911,148,18,2024-12-27 11:14:37.132901,3,30.64,Cash
905,1695,337,19,2025-11-07 11:09:21.132908,6,64.54,Cash
906,1386,187,11,2024-12-29 18:09:15.132916,1,27.85,Card
907,510,195,12,2025-06-20 13:28:59.132923,6,70.69,Cash
908,431,114,16,2024-12-16 17:19:37.132931,2,37.55,Mobile
909,197,53,5,2025-03-22 20:40:50.132938,2,11.93,Cash
910,1860,134,9,2025-08-26 18:26:20.132946,3,39.96,Cash
911,614,219,15,2025-05-22 09:22:44.132953,5,60.79,Card
912,1530,149,18,2025-09-17 14:57:00.132961,4,63.57,Card
913,2148,291,17,2025-06-24 12:41:52.132968,6,78.78,Cash
914,170,258,6,2025-06-23 19:16:48.132976,6,51.6,Card
915,1855,257,5,2025-05-24 11:14:39.132983,2,24.38,Mobile
916,310,103,19,2025-06-30 18:58:15.132990,3,43.25,Card
917,290,292,12,2025-07-21 18:18:15.132998,1,13.4,Card
918,535,92,3,2025-03-18 13:53:40.133006,4,57.57,Mobile
919,1080,365,4,2025-04-21 14:50:41.133013,2,16.11,Cash
920,634,332,16,2025-02-08 18:34:57.133021,1,17.65,Cash
921,850,294,6,2024-12-18 18:55:11.133028,1,28.22,Mobile
922,2060,264,20,2025-10-10 18:29:44.133054,1,24.56,Mobile
923,943,86,20,2024-12-15 14:30:54.133061,4,46.31,Mobile
924,1293,68,16,2025-05-07 11:11:49.133069,5,31.01,Mobile
925,1259,143,7,2025-07-02 12:06:57.133077,5,59.2,Card
926,2400,57,14,2025-06-30 11:20:46.133085,4,32.04,Mobile
927,668,343,4,2025-07-09 11:14:57.133092,2,21.09,Card
928,1972,400,17,2025-03-25 12:31:51.133100,1,15.91,Mobile
929,506,350,15,2025-02-13 20:35:19.133107,2,17.96,Mobile
930,1627,127,11,2025-06-25 18:52:46.133115,5,49.76,Mobile
931,680,127,1,2025-10-31 13:35:58.133122,4,30.28,Cash
932,1249,269,13,2025-05-08 09:30:16.133130,3,18.19,Mobile
933,1361,290,10,2025-02-24 13:36:32.133138,5,30.94,Cash
934,1869,240,13,2025-05-16 18:21:18.133146,1,11.19,Cash
935,2458,186,10,2025-09-13 14:54:36.133153,4,56.84,Card
936,2265,45,9,2025-08-29 13:53:40.133160,3,49.25,Card
937,2296,276,20,2025-01-05 20:34:05.133168,5,18.16,Mobile
938,558,70,3,2025-03-30 18:42:22.133176,5,54.58,Cash
939,561,89,14,2025-09-16 14:37:19.133183,1,16.92,Mobile
940,918,38,19,2025-08-28 19:11:49.133191,2,8.71,Cash
941,366,351,10,2025-07-30 13:06:57.133198,3,21.36,Card
942,1103,32,16,2024-12-07 12:53:57.133206,1,26.4,Cash
943,2468,327,8,2025-08-24 12:36:20.133213,4,52.78,Card
944,2247,164,16,2025-09-26 20:12:28.133221,5,46.15,Card
945,1469,235,9,2025-07-14 18:31:27.133228,2,44.17,Card
946,665,359,10,2025-08-26 19:10:02.133237,2,20.64,Card
947,173,315,20,2025-08-27 17:49:58.133244,2,43.97,Cash
948,275,96,7,2025-06-21 14:41:17.133252,3,15.0,Mobile
949,1409,61,4,2024-12-10 17:52:13.133260,1,29.3,Cash
950,376,140,1,2025-03-31 13:41:31.133269,6,43.86,Cash
951,673,168,16,2024-12-24 09:24:40.133277,4,50.19,Cash
952,2156,104,19,2025-09-21 09:38:50.133284,1,15.49,Mobile
953,305,16,20,2025-09-13 18:06:23.133292,5,61.53,Mobile
954,1256,356,5,2025-02-13 20:41:56.133300,2,18.76,Cash
955,2283,303,11,2025-05-25 14:03:16.133308,5,63.62,Cash
956,2060,163,17,2025-05-28 21:06:44.133315,2,3.06,Card
957,788,337,8,2025-07-19 19:36:27.133323,2,19.13,Cash
958,501,110,10,2025-08-10 11:37:52.133330,1,11.83,Card
959,2183,123,15,2025-01-29 15:17:51.133338,6,36.73,Card
960,503,261,4,2025-10-09 18:24:50.133346,1,3.95,Mobile
961,726,380,9,2025-02-22 12:38:56.133353,5,72.9,Mobile
962,62,243,2,2025-10-23 13:37:04.133361,3,31.82,Mobile
963,559,163,16,2025-01-26 17:55:09.133368,2,16.29,Mobile
964,943,260,2,2025-04-19 10:56:04.133376,6,34.48,Cash
965,2466,68,17,2025-10-10 13:13:51.133384,3,44.85,Cash
966,1135,346,14,2025-07-18 15:01:14.133392,5,48.01,Mobile
967,521,81,16,2025-03-03 11:07:15.133399,6,67.95,Mobile
968,98,88,9,2025-10-04 20:05:33.133407,5,39.76,Card
969,1353,33,9,2025-10-27 14:51:04.133414,6,65.57,Cash
970,936,67,13,2025-08-01 16:38:09.133422,1,21.64,Mobile
971,2148,140,15,2025-10-01 18:02:14.133430,5,50.78,Cash
972,212,400,1,2024-11-28 20:49:40.133438,1,10.59,Cash
973,909,20,3,2025-09-28 12:32:20.133454,4,59.57,Mobile
974,2129,319,14,2025-05-09 20:07:17.133462,3,63.06,Card
975,261,208,14,2025-02-25 18:46:33.133469,6,64.43,Cash
976,2298,354,20,2025-10-21 14:11:02.133481,2,6.47,Cash
977,1204,319,8,2024-12-01 20:43:14.133489,1,24.68,Card
978,610,261,18,2024-12-14 18:32:12.133497,3,48.23,Cash
979,1934,264,4,2025-10-16 09:27:09.133505,4,41.73,Cash
980,406,146,6,2025-10-12 12:26:48.133512,5,60.46,Cash
981,2131,150,11,2025-01-26 17:36:24.133520,3,27.83,Card
982,903,27,3,2025-07-24 14:50:46.133528,2,6.89,Mobile
983,454,367,18,2025-11-13 13:39:00.133535,4,54.61,Cash
984,640,143,3,2025-08-11 12:35:26.133543,4,52.37,Cash
985,983,377,14,2025-11-20 18:03:37.133550,5,70.64,Mobile
986,71,41,19,2024-12-26 19:58:24.133558,5,44.98,Cash
987,1819,316,16,2025-04-17 11:53:35.133566,1,4.47,Mobile
988,1802,211,12,2025-05-21 13:16:20.133573,6,77.56,Cash
989,1104,133,11,2025-06-05 12:43:03.133581,4,50.46,Cash
990,1521,62,8,2025-01-13 13:36:32.133589,6,51.37,Mobile
991,1011,78,16,2025-05-23 18:06:57.133596,5,67.99,Cash
992,367,158,6,2025-07-22 18:31:51.133604,3,22.74,Cash
993,1260,358,6,2025-09-03 17:51:22.133612,5,75.24,Mobile
994,1041,260,14,2025-03-01 13:14:00.133619,4,59.66,Mobile
995,1601,340,17,2025-09-11 17:22:38.133627,1,12.36,Cash
996,2494,32,11,2025-01-25 13:31:17.133635,5,33.11,Cash
997,467,364,6,2025-05-03 20:27:10.133643,3,43.34,Card
998,1370,61,9,2024-12-18 20:34:20.133651,2,26.05,Mobile
999,1973,339,15,2025-05-27 20:53:26.133658,2,20.21,Mobile
1000,1576,362,4,2025-11-22 20:35:57.133666,3,31.14,Mobile
1001,1156,200,18,2025-01-14 19:13:55.133673,5,26.51,Card
1002,1569,216,15,2025-01-18 19:17:02.133681,5,50.8,Card
1003,1749,335,13,2025-03-06 17:36:23.133689,6,45.57,Card
1004,1512,88,8,2024-12-25 21:50:41.133696,2,9.95,Cash
1005,2268,160,16,2025-11-05 18:38:52.133716,1,8.28,Mobile
1006,2106,369,16,2025-01-29 12:34:33.133724,2,26.84,Card
1007,1411,358,1,2025-03-19 19:33:58.133731,3,27.91,Card
1008,450,97,6,2025-03-27 13:12:56.133739,1,23.4,Card
1009,118,183,4,2025-05-31 19:46:01.133746,6,54.89,Cash
1010,435,112,16,2025-02-06 19:57:03.133754,3,60.31,Cash
1011,124,122,11,2025-06-07 09:21:22.133761,2,27.79,Cash
1012,2357,57,19,2025-03-11 20:37:41.133768,2,10.65,Cash
1013,1355,214,11,2024-12-11 13:23:07.133776,1,3.88,Card
1014,1996,181,20,2025-06-06 14:32:02.133783,5,35.65,Mobile
1015,358,72,18,2025-01-29 18:34:44.133791,5,40.89,Cash
1016,2316,47,16,2025-03-06 11:49:08.133798,2,37.99,Cash
1017,763,44,8,2025-02-27 12:47:03.133806,5,54.83,Cash
1018,1976,80,11,2025-07-16 12:49:54.133813,3,43.07,Mobile
1019,1083,193,6,2025-11-01 13:37:12.133820,6,79.64,Cash
1020,717,316,8,2024-12-12 13:20:35.133828,6,56.13,Card
1021,1847,358,7,2025-06-24 09:45:18.133835,6,79.25,Cash
1022,1438,325,14,2025-11-16 18:12:53.133843,3,39.87,Cash
1023,862,119,4,2025-07-20 12:54:52.133850,5,48.39,Card
1024,1174,257,15,2025-08-27 11:32:11.133858,1,5.25,Cash
1025,822,219,19,2025-02-23 13:49:12.133865,3,31.35,Card
1026,309,394,16,2025-02-23 19:49:43.133873,3,33.98,Cash
1027,1091,354,8,2024-12-07 15:26:23.133880,3,44.31,Card
1028,2497,321,11,2025-06-26 15:47:08.133888,3,37.33,Mobile
1029,2242,214,7,2025-10-25 19:13:56.133895,2,17.52,Mobile
1030,527,290,20,2025-05-14 14:33:02.133903,3,41.87,Cash
1031,2448,273,7,2025-11-18 17:35:42.133910,1,6.16,Cash
1032,2221,395,19,2025-01-22 15:35:54.133917,4,42.77,Card
1033,2465,25,18,2025-05-26 17:04:26.133925,3,20.71,Mobile
1034,1364,120,3,2025-05-31 19:58:07.133932,6,77.53,Card
1035,701,129,11,2025-10-13 14:39:47.133939,1,5.04,Card
1036,2250,151,12,2025-01-11 20:15:59.133949,3,18.59,Cash
1037,619,57,16,2025-08-01 19:32:39.133956,6,67.27,Card
1038,512,323,20,2025-07-24 16:28:44.133964,1,19.64,Mobile
1039,458,25,14,2025-10-29 13:22:45.133971,4,38.46,Mobile
1040,548,337,10,2024-12-25 18:11:37.133979,1,11.78,Mobile
1041,149,249,6,2025-10-28 19:55:38.133986,5,63.0,Cash
1042,1085,66,19,2025-05-22 17:44:23.133993,3,29.12,Cash
1043,1208,229,11,2025-01-21 12:19:20.134001,5,46.2,Mobile
1044,1745,237,1,2025-10-01 14:25:23.134008,6,74.67,Mobile
1045,555,235,16,2025-10-01 17:22:51.134015,3,17.46,Cash
1046,1126,70,12,2025-07-02 13:21:37.134023,6,76.61,Mobile
1047,585,250,11,2025-08-26 12:15:18.134030,3,24.21,Card
1048,2295,53,12,2025-02-12 13:17:26.134038,5,66.5,Card
1049,1145,271,10,2025-08-05 14:11:32.134046,6,55.99,Card
1050,1068,219,11,2025-10-26 20:43:13.134053,3,56.13,Cash
1051,1039,373,4,2025-06-12 17:07:06.134060,1,6.76,Card
1052,548,119,6,2025-04-12 20:53:04.134068,1,19.54,Mobile
1053,524,136,10,2025-04-02 18:33:31.134075,4,50.02,Card
1054,1205,303,14,2025-06-02 13:54:35.134083,5,65.48,Card
1055,1867,322,13,2025-06-10 17:12:13.134090,4,75.19,Mobile
1056,2290,373,16,2025-10-07 15:17:28.134097,4,59.15,Cash
1057,1775,55,4,2025-02-23 12:03:21.134105,1,24.7,Cash
1058,822,226,17,2025-08-20 09:53:47.134112,6,41.25,Cash
1059,2046,83,17,2025-03-19 14:58:15.134120,4,43.53,Mobile
1060,173,193,9,2025-02-02 11:39:00.134127,3,25.22,Mobile
1061,1954,374,17,2025-03-30 17:49:15.134135,5,39.45,Card
1062,1547,142,8,2025-08-02 20:00:17.134142,6,72.68,Cash
1063,143,291,10,2025-05-01 12:21:38.134150,4,51.51,Card
1064,2040,176,19,2025-07-20 21:55:24.134158,6,44.91,Card
1065,1795,313,13,2025-03-11 14:02:07.134165,4,58.26,Card
1066,477,295,8,2024-12-16 20:46:26.134173,5,41.36,Mobile
1067,1051,304,8,2025-11-21 13:05:24.134181,5,62.9,Cash
1068,1741,37,17,2025-05-10 12:42:46.134188,4,69.15,Cash
1069,2113,360,14,2025-07-21 20:43:27.134195,3,13.7,Cash
1070,2097,112,5,2025-07-25 10:36:49.134203,2,19.39,Cash
1071,1278,334,5,2025-04-13 11:46:59.134210,6,76.6,Cash
1072,2038,148,10,2025-09-24 12:44:26.134217,5,27.75,Mobile
1073,400,302,8,2025-11-05 20:19:23.134225,4,43.94,Card
1074,1996,192,16,2025-07-24 20:35:27.134232,3,47.97,Card
1075,1493,315,2,2025-08-07 17:48:29.134239,2,42.16,Card
1076,410,60,10,2025-04-02 21:56:43.134247,6,56.01,Cash
1077,2324,380,11,2025-05-03 18:54:02.134254,4,67.38,Card
1078,2363,304,12,2025-08-05 18:59:32.134261,6,73.07,Mobile
1079,1206,118,12,2025-02-11 09:41:21.134269,2,32.34,Card
1080,332,34,18,2025-08-05 18:21:31.134276,4,74.96,Card
1081,1729,192,14,2025-05-31 16:42:19.134283,6,79.36,Cash
1082,1666,162,13,2025-02-18 17:31:52.134291,3,29.1,Mobile
1083,576,126,12,2025-05-08 09:19:11.134298,1,2.11,Card
1084,602,183,16,2025-08-25 11:19:17.134306,3,19.83,Mobile
1085,29,87,17,2025-06-06 18:03:10.134313,3,13.95,Card
1086,1472,273,13,2025-08-04 16:49:02.134321,1,9.12,Cash
1087,532,86,3,2024-11-27 13:01:09.134328,3,37.76,Mobile
1088,1042,73,20,2025-07-15 10:54:32.134336,6,69.55,Cash
1089,1914,83,20,2025-03-22 20:32:20.134343,1,30.18,Cash
1090,1976,305,13,2025-01-27 11:57:56.134351,5,49.62,Card
1091,400,256,13,2025-03-01 20:58:43.134358,2,14.41,Cash
1092,1343,299,7,2025-05-09 19:31:49.134365,5,79.31,Cash
1093,900,151,5,2024-12-09 12:56:27.134372,6,70.57,Cash
1094,1423,62,8,2025-01-29 11:05:23.134380,5,71.07,Mobile
1095,397,112,7,2024-12-24 17:35:20.134387,4,36.23,Card
1096,1537,190,18,2025-10-04 12:40:06.134395,2,33.35,Mobile
1097,1033,386,20,2025-02-24 13:43:09.134402,4,63.45,Cash
1098,812,224,11,2025-05-24 15:17:01.134410,1,15.03,Card
1099,2128,318,16,2025-06-16 16:39:21.134417,3,28.23,Mobile
1100,2241,19,13,2025-03-04 12:39:06.134425,5,39.36,Mobile
1101,291,326,7,2025-01-05 18:09:58.134433,1,28.26,Mobile
1102,2002,172,8,2025-09-30 19:09:52.134448,5,62.92,Mobile
1103,2341,87,10,2025-10-29 14:40:48.134455,4,23.34,Card
1104,861,244,11,2025-01-19 20:53:30.134463,1,7.4,Card
1105,1034,224,20,2025-04-29 15:19:58.134470,5,55.12,Mobile
1106,554,181,17,2024-12-07 20:08:01.134483,5,66.31,Mobile
1107,1846,95,19,2025-08-09 20:48:09.134490,5,73.76,Cash
1108,557,358,20,2025-06-02 17:54:45.134498,5,47.79,Cash
1109,1571,168,17,2025-05-19 16:57:09.134505,1,3.87,Card
1110,1162,288,10,2024-11-24 18:41:39.134513,1,10.9,Card
1111,1934,367,2,2025-03-21 12:21:30.134520,2,32.57,Card
1112,2276,220,9,2025-02-26 11:40:19.134527,3,35.74,Mobile
1113,2176,2,1,2025-02-27 11:18:48.134534,1,15.37,Mobile
1114,476,96,13,2025-01-13 18:01:38.134541,1,3.97,Mobile
1115,2084,199,13,2025-06-29 12:24:44.134549,1,9.82,Card
1116,1174,285,4,2025-02-01 10:29:30.134556,2,34.51,Card
1117,1106,55,4,2025-05-11 20:31:05.134564,1,17.08,Mobile
1118,393,133,10,2025-03-22 14:02:53.134571,5,34.25,Card
1119,2103,349,4,2024-12-13 12:40:29.134579,4,35.89,Mobile
1120,394,229,6,2025-03-15 17:19:16.134586,3,24.89,Card
1121,17,2,4,2025-05-20 10:42:55.134593,6,75.58,Card
1122,1306,246,7,2024-12-30 11:14:03.134602,5,36.83,Card
1123,1611,124,20,2025-08-13 20:14:52.134610,1,4.3,Card
1124,1485,42,4,2025-07-22 10:06:21.134617,1,28.15,Cash
1125,1613,383,20,2025-02-13 12:55:45.134624,1,15.91,Cash
1126,1505,149,14,2025-11-02 12:15:17.134632,2,2.31,Cash
1127,2349,268,8,2025-02-14 17:11:08.134640,3,10.78,Cash
1128,592,282,7,2025-03-17 14:20:09.134648,4,39.45,Mobile
1129,2019,133,11,2025-06-23 13:14:37.134655,5,64.51,Cash
1130,398,196,7,2025-03-01 09:07:01.134663,6,68.2,Card
1131,1598,41,12,2025-06-21 17:33:00.134671,1,18.03,Mobile
1132,1849,268,12,2025-04-07 11:07:39.134678,6,49.81,Mobile
1133,416,64,4,2025-08-25 15:14:28.134685,4,42.74,Cash
1134,1879,51,2,2024-11-27 15:11:56.134693,1,24.93,Card
1135,1652,353,15,2025-02-14 11:48:20.134700,1,6.77,Mobile
1136,2404,197,8,2025-11-10 19:39:56.134708,1,18.58,Card
1137,2445,229,7,2025-06-25 12:19:22.134716,2,14.83,Mobile
1138,1535,158,7,2025-08-23 18:56:55.134723,3,16.58,Card
1139,1534,27,15,2025-02-06 12:16:12.134730,1,27.74,Mobile
1140,1126,377,14,2025-11-21 13:41:01.134738,6,50.08,Mobile
1141,1347,94,15,2025-04-30 19:58:46.134746,6,79.63,Cash
1142,209,302,20,2024-12-25 17:28:20.134753,1,10.87,Cash
1143,1822,205,11,2025-02-03 19:21:51.134761,1,10.25,Cash
1144,372,25,14,2025-05-15 11:53:48.134768,1,9.42,Mobile
1145,465,245,12,2025-08-20 13:41:16.134775,5,46.36,Mobile
1146,1106,111,17,2025-11-12 15:55:01.134783,6,77.56,Mobile
1147,1954,66,5,2025-11-14 14:11:22.134790,1,19.87,Cash
1148,1099,362,5,2025-02-12 18:56:30.134797,3,39.03,Card
1149,2034,331,12,2025-06-26 21:25:39.134805,6,73.46,Mobile
1150,576,129,3,2025-03-17 12:00:26.134813,4,46.01,Cash
1151,543,150,17,2025-01-09 17:53:13.134820,2,40.99,Cash
1152,2215,321,19,2025-05-20 14:37:55.134828,6,35.86,Mobile
1153,1161,300,9,2025-04-14 12:40:16.134835,6,42.69,Card
1154,1309,185,12,2025-10-12 20:03:33.134842,4,38.73,Cash
1155,2291,10,20,2025-01-06 18:30:54.134850,5,21.2,Cash
1156,404,32,13,2025-08-08 12:06:03.134857,1,26.9,Card
1157,821,77,3,2025-09-05 13:43:38.134864,3,20.85,Mobile
1158,192,6,12,2025-05-09 14:35:28.134872,2,32.85,Cash
1159,1596,354,1,2025-07-28 19:12:19.134879,2,17.01,Card
1160,1608,137,3,2025-10-18 20:49:43.134887,6,60.61,Cash
1161,822,84,19,2025-09-06 20:00:22.134894,5,76.95,Mobile
1162,2208,9,5,2025-11-04 19:23:28.134901,2,28.09,Cash
1163,2357,31,14,2025-02-18 19:52:47.134909,3,25.98,Card
1164,1217,84,1,2025-05-15 20:06:13.134916,4,63.84,Cash
1165,354,38,16,2025-10-23 17:03:06.134923,1,6.3,Mobile
1166,1147,123,10,2025-07-30 11:25:22.134930,4,13.33,Cash
1167,2424,39,2,2025-07-22 14:57:36.134938,3,20.73,Card
1168,1051,221,5,2025-04-08 11:15:28.134945,4,34.22,Cash
1169,2314,38,13,2025-05-23 14:22:23.134953,1,12.9,Mobile
1170,1729,296,7,2024-12-24 13:02:32.134960,5,59.96,Cash
1171,2233,209,20,2025-05-14 18:02:07.134968,2,20.11,Card
1172,2020,231,5,2025-01-18 17:19:13.134975,3,33.02,Card
1173,2384,383,16,2024-12-15 12:48:20.134983,4,37.82,Card
1174,1944,359,10,2025-08-04 19:57:50.134990,2,7.01,Cash
1175,690,99,11,2025-08-12 14:27:43.134998,1,12.29,Mobile
1176,2438,172,10,2025-03-05 12:17:41.135005,4,45.73,Cash
1177,1054,255,16,2025-09-17 16:49:03.135012,3,35.89,Cash
1178,2441,171,3,2025-07-06 14:23:06.135020,1,8.61,Card
1179,2450,292,3,2025-08-19 14:56:33.135027,6,72.37,Card
1180,53,21,2,2025-07-16 20:59:26.135034,3,34.95,Card
1181,1126,142,18,2025-05-14 12:12:23.135042,4,62.73,Mobile
1182,306,284,9,2024-12-06 17:22:31.135050,4,48.81,Mobile
1183,680,274,20,2025-03-31 14:01:10.135057,1,12.51,Cash
1184,930,156,16,2025-01-06 18:42:49.135083,3,28.37,Mobile
1185,2027,79,4,2025-01-13 21:53:38.135091,6,57.28,Card
1186,2461,207,10,2025-11-21 09:04:07.135098,5,33.95,Mobile
1187,237,276,20,2025-10-18 18:54:01.135106,1,15.38,Cash
1188,1792,293,12,2025-05-23 18:59:35.135114,2,14.73,Cash
1189,791,220,10,2025-01-28 11:34:09.135121,4,41.38,Mobile
1190,1346,241,10,2025-10-04 12:43:02.135129,1,7.45,Mobile
1191,1893,71,5,2025-03-10 16:37:53.135136,5,74.57,Card
1192,1229,85,18,2025-02-14 17:31:19.135144,4,33.97,Card
1193,884,64,16,2025-06-05 17:30:40.135152,3,14.85,Mobile
1194,2491,190,13,2025-01-02 16:10:47.135159,2,27.92,Card
1195,2368,359,8,2025-02-15 11:36:13.135167,1,9.52,Mobile
1196,1200,215,9,2025-11-05 14:35:24.135175,4,58.54,Card
1197,188,187,12,2025-01-07 11:09:09.135183,5,51.78,Cash
1198,998,102,7,2025-09-10 17:42:09.135190,4,52.17,Cash
1199,108,286,19,2024-12-01 16:35:57.135198,1,3.61,Cash
1200,1773,143,11,2024-12-19 20:28:04.135206,4,27.7,Card
1201,825,2,15,2025-10-26 20:01:53.135213,1,12.49,Mobile
1202,2385,131,15,2024-12-23 14:10:22.135221,5,33.96,Cash
1203,1328,266,17,2024-11-28 13:05:13.135228,1,21.04,Card
1204,2361,148,16,2024-12-12 11:32:15.135236,2,27.07,Card
1205,1353,330,20,2025-08-01 12:13:59.135244,1,26.54,Mobile
1206,2154,16,2,2025-07-01 13:26:55.135252,6,66.02,Mobile
1207,1446,4,6,2025-07-19 11:52:02.135261,5,70.19,Cash
1208,677,280,6,2024-12-03 20:17:51.135269,2,17.82,Mobile
1209,1205,56,2,2025-08-30 12:18:44.135276,1,8.38,Card
1210,1157,216,19,2025-07-13 12:35:12.135284,4,63.57,Cash
1211,1556,49,16,2025-08-03 12:25:30.135291,3,42.46,Card
1212,1060,6,12,2025-11-04 13:46:46.135299,6,64.27,Mobile
