ridelog_id,ride_id,visitor_id,employee_id,start_time,ride_duration_seconds,end_time,queue_time_seconds,satisfaction_rating
4585,12,1516,350,2024-12-06 16:20:52.163775,276,2024-12-06 16:25:28.163775,1998,5
4586,33,595,38,2025-07-14 15:06:39.163783,79,2025-07-14 15:07:58.163783,2241,1
4587,23,1446,239,2025-01-21 11:59:16.163791,53,2025-01-21 12:00:09.163791,2012,5
4588,12,766,395,2025-10-30 15:23:40.163799,95,2025-10-30 15:25:15.163799,1928,1
4589,11,1945,337,2025-02-20 12:34:55.163807,151,2025-02-20 12:37:26.163807,53,4
4590,13,1341,74,2025-04-13 11:50:43.163815,108,2025-04-13 11:52:31.163815,2657,4
4591,35,1587,272,2025-03-29 19:09:21.163823,234,2025-03-29 19:13:15.163823,2422,5
4592,27,2341,179,2025-03-11 10:11:09.163831,39,2025-03-11 10:11:48.163831,1040,3
4593,25,536,167,2025-06-15 18:02:51.163839,51,2025-06-15 18:03:42.163839,2822,5
4594,40,634,251,2025-01-29 21:44:21.163847,250,2025-01-29 21:48:31.163847,3368,4
4595,3,2097,348,2025-05-11 15:48:34.163855,270,2025-05-11 15:53:04.163855,331,2
4596,49,661,213,2025-07-03 20:16:58.163863,115,2025-07-03 20:18:53.163863,1568,3
4597,25,459,220,2025-03-10 20:47:09.163871,33,2025-03-10 20:47:42.163871,2468,1
4598,45,2473,247,2025-07-21 16:15:40.163879,95,2025-07-21 16:17:15.163879,1173,2
4599,10,1681,151,2025-08-20 16:36:49.163887,214,2025-08-20 16:40:23.163887,3112,2
4600,17,755,366,2025-10-16 21:11:06.163895,117,2025-10-16 21:13:03.163895,606,1
4601,3,1894,321,2025-09-19 10:05:03.163903,51,2025-09-19 10:05:54.163903,2694,5
4602,45,2116,305,2025-09-24 17:29:32.163911,231,2025-09-24 17:33:23.163911,216,4
4603,22,509,182,2025-11-03 12:44:22.163919,91,2025-11-03 12:45:53.163919,2318,3
4604,38,736,141,2024-12-07 17:26:51.163927,198,2024-12-07 17:30:09.163927,83,4
4605,14,2258,83,2025-01-14 09:42:58.163935,51,2025-01-14 09:43:49.163935,683,3
4606,27,1324,152,2025-10-18 16:54:03.163943,56,2025-10-18 16:54:59.163943,2252,4
4607,42,2172,104,2025-03-21 13:44:02.163951,159,2025-03-21 13:46:41.163951,647,4
4608,20,292,177,2025-01-06 12:38:09.163959,118,2025-01-06 12:40:07.163959,2477,5
4609,48,421,123,2025-05-28 10:37:39.163967,51,2025-05-28 10:38:30.163967,250,5
4610,18,1919,165,2025-01-12 13:44:22.163975,188,2025-01-12 13:47:30.163975,1831,1
4611,13,812,217,2025-08-25 18:20:47.163983,202,2025-08-25 18:24:09.163983,506,2
4612,42,2098,363,2025-09-29 16:06:11.163992,30,2025-09-29 16:06:41.163992,1948,5
4613,6,2010,282,2025-08-27 11:57:31.163999,44,2025-08-27 11:58:15.163999,1923,3
4614,10,183,366,2025-05-10 20:16:15.164007,187,2025-05-10 20:19:22.164007,3184,3
4615,37,247,236,2025-08-04 17:29:11.164015,298,2025-08-04 17:34:09.164015,2918,4
4616,29,650,259,2025-09-02 09:23:54.164023,107,2025-09-02 09:25:41.164023,2576,2
4617,6,561,105,2025-06-29 11:09:07.164031,63,2025-06-29 11:10:10.164031,1584,4
4618,39,2120,171,2025-05-16 11:24:43.164039,182,2025-05-16 11:27:45.164039,68,2
4619,11,770,329,2025-06-13 19:51:16.164047,62,2025-06-13 19:52:18.164047,1190,4
4620,48,556,65,2025-01-26 19:24:54.164054,264,2025-01-26 19:29:18.164054,430,2
4621,25,504,67,2025-08-18 12:47:47.164063,114,2025-08-18 12:49:41.164063,1912,5
4622,44,628,142,2025-11-24 20:34:52.164070,147,2025-11-24 20:37:19.164070,2319,5
4623,44,1754,288,2025-08-16 12:18:18.164079,253,2025-08-16 12:22:31.164079,1957,5
4624,30,1095,196,2025-06-23 16:56:57.164087,45,2025-06-23 16:57:42.164087,2420,5
4625,20,161,188,2025-11-15 13:32:53.164095,98,2025-11-15 13:34:31.164095,468,1
4626,37,1809,101,2025-03-04 16:32:38.164103,184,2025-03-04 16:35:42.164103,1044,3
4627,16,2175,362,2025-01-31 14:00:17.164111,48,2025-01-31 14:01:05.164111,2410,5
4628,31,1706,155,2025-04-01 09:51:10.164119,214,2025-04-01 09:54:44.164119,966,5
4629,29,1553,133,2025-11-19 14:39:43.164126,255,2025-11-19 14:43:58.164126,3237,1
4630,6,1328,67,2025-05-15 21:32:43.164134,123,2025-05-15 21:34:46.164134,1194,3
4631,29,2287,212,2025-05-30 10:39:49.164142,171,2025-05-30 10:42:40.164142,234,4
4632,32,2224,169,2025-06-17 12:50:43.164150,164,2025-06-17 12:53:27.164150,2388,3
4633,9,2258,108,2025-04-09 16:16:39.164158,139,2025-04-09 16:18:58.164158,1774,2
4634,37,2020,2,2024-11-30 11:25:27.164166,247,2024-11-30 11:29:34.164166,945,4
4635,23,2407,43,2025-01-04 19:13:10.164174,122,2025-01-04 19:15:12.164174,1890,4
4636,16,1213,129,2025-01-22 20:20:26.164182,295,2025-01-22 20:25:21.164182,2486,2
4637,18,1996,176,2025-07-28 13:11:28.164190,77,2025-07-28 13:12:45.164190,1837,5
4638,19,634,281,2025-03-15 16:20:50.164198,75,2025-03-15 16:22:05.164198,1309,3
4639,44,2007,90,2025-08-29 11:58:22.164206,139,2025-08-29 12:00:41.164206,2632,2
4640,2,1057,377,2025-02-07 11:01:26.164214,116,2025-02-07 11:03:22.164214,1561,3
4641,10,501,323,2025-10-14 15:22:34.164221,231,2025-10-14 15:26:25.164221,3439,4
4642,12,2360,252,2025-10-13 11:51:38.164228,268,2025-10-13 11:56:06.164228,1624,4
4643,46,1564,95,2025-09-17 09:41:23.164236,275,2025-09-17 09:45:58.164236,614,5
4644,18,1175,91,2025-02-04 20:59:10.164244,32,2025-02-04 20:59:42.164244,2752,5
4645,19,1599,205,2025-09-08 18:18:07.164252,134,2025-09-08 18:20:21.164252,2432,2
4646,38,2159,345,2025-10-19 14:59:55.164261,103,2025-10-19 15:01:38.164261,2075,3
4647,37,1985,375,2025-04-28 12:02:09.164269,58,2025-04-28 12:03:07.164269,2050,5
4648,27,520,56,2025-01-26 14:20:48.164277,172,2025-01-26 14:23:40.164277,1170,3
4649,48,1918,59,2024-12-19 20:37:25.164285,119,2024-12-19 20:39:24.164285,2224,1
4650,14,1329,400,2025-07-28 15:15:29.164293,65,2025-07-28 15:16:34.164293,2858,2
4651,45,1847,230,2024-12-17 20:51:09.164301,33,2024-12-17 20:51:42.164301,513,3
4652,34,933,90,2024-12-29 15:11:52.164309,271,2024-12-29 15:16:23.164309,1782,5
4653,2,1542,54,2025-01-10 20:18:42.164317,273,2025-01-10 20:23:15.164317,1634,5
4654,44,408,251,2025-08-24 09:27:24.164326,51,2025-08-24 09:28:15.164326,1646,3
4655,33,1532,47,2025-10-17 14:42:16.164333,219,2025-10-17 14:45:55.164333,1727,4
4656,19,624,146,2025-01-09 17:01:41.164341,240,2025-01-09 17:05:41.164341,922,1
4657,27,552,209,2024-12-17 17:21:06.164349,284,2024-12-17 17:25:50.164349,968,2
4658,48,320,46,2025-08-17 12:46:06.164357,134,2025-08-17 12:48:20.164357,1780,3
4659,30,1070,118,2025-08-02 19:34:48.164365,105,2025-08-02 19:36:33.164365,1563,5
4660,7,667,217,2025-11-04 09:17:36.164373,211,2025-11-04 09:21:07.164373,1376,2
4661,27,628,122,2025-02-24 12:45:54.164381,263,2025-02-24 12:50:17.164381,2855,3
4662,21,1785,154,2025-09-05 10:52:41.164389,148,2025-09-05 10:55:09.164389,189,5
4663,7,1510,18,2025-10-13 11:54:09.164397,168,2025-10-13 11:56:57.164397,1943,1
4664,48,1134,305,2025-10-07 11:50:04.164404,286,2025-10-07 11:54:50.164404,283,3
4665,25,1510,193,2025-05-18 20:18:32.164412,94,2025-05-18 20:20:06.164412,254,3
4666,38,1859,366,2024-12-20 10:45:23.164420,281,2024-12-20 10:50:04.164420,356,2
4667,18,1616,391,2025-02-22 11:55:27.164442,164,2025-02-22 11:58:11.164442,682,2
4668,33,2124,158,2025-02-19 15:34:31.164451,188,2025-02-19 15:37:39.164451,1475,5
4669,33,610,97,2025-05-03 13:57:00.164459,153,2025-05-03 13:59:33.164459,2344,4
4670,32,1522,153,2025-10-02 21:37:07.164467,158,2025-10-02 21:39:45.164467,922,1
4671,25,479,281,2025-02-26 14:16:35.164479,183,2025-02-26 14:19:38.164479,3116,5
4672,14,588,35,2025-02-22 09:24:19.164488,192,2025-02-22 09:27:31.164488,3060,5
4673,38,593,107,2025-06-21 21:08:53.164496,66,2025-06-21 21:09:59.164496,2416,2
4674,38,2412,338,2024-12-15 09:02:50.164504,295,2024-12-15 09:07:45.164504,805,5
4675,4,309,377,2025-05-10 11:36:59.164512,226,2025-05-10 11:40:45.164512,2126,1
4676,44,267,270,2025-03-12 16:28:40.164519,143,2025-03-12 16:31:03.164519,501,3
4677,18,2081,163,2025-03-01 16:15:53.164528,33,2025-03-01 16:16:26.164528,95,4
4678,10,1833,34,2025-06-17 17:20:49.164536,228,2025-06-17 17:24:37.164536,955,4
4679,35,2088,399,2025-05-10 19:25:18.164544,275,2025-05-10 19:29:53.164544,969,3
4680,35,686,7,2025-05-04 20:19:49.164552,156,2025-05-04 20:22:25.164552,1918,2
4681,40,2308,397,2025-09-25 18:27:46.164560,144,2025-09-25 18:30:10.164560,2928,5
4682,23,2315,228,2025-09-19 12:18:42.164567,164,2025-09-19 12:21:26.164567,2492,4
4683,25,2001,188,2025-08-24 10:39:09.164575,206,2025-08-24 10:42:35.164575,1845,2
4684,1,667,290,2025-04-15 21:09:11.164583,218,2025-04-15 21:12:49.164583,1988,5
4685,18,1685,269,2025-10-17 12:11:01.164591,171,2025-10-17 12:13:52.164591,634,4
4686,15,1407,260,2025-06-21 20:04:02.164599,229,2025-06-21 20:07:51.164599,1599,4
4687,25,1522,397,2025-07-02 11:39:16.164607,181,2025-07-02 11:42:17.164607,90,3
4688,32,1021,48,2025-02-25 12:50:07.164615,80,2025-02-25 12:51:27.164615,3218,2
4689,20,446,108,2025-07-03 20:31:32.164623,60,2025-07-03 20:32:32.164623,289,1
4690,17,288,141,2025-02-07 21:55:44.164631,280,2025-02-07 22:00:24.164631,3535,4
4691,11,1082,215,2025-09-28 10:30:55.164639,159,2025-09-28 10:33:34.164639,2955,5
4692,13,1691,349,2025-01-14 16:09:52.164647,120,2025-01-14 16:11:52.164647,3538,2
4693,25,794,33,2025-04-30 18:39:38.164655,200,2025-04-30 18:42:58.164655,1424,4
4694,20,1565,23,2025-01-15 13:36:44.164664,282,2025-01-15 13:41:26.164664,1721,1
4695,25,775,67,2025-02-28 10:41:10.164672,117,2025-02-28 10:43:07.164672,963,1
4696,42,277,160,2025-03-06 20:12:07.164680,208,2025-03-06 20:15:35.164680,2845,4
4697,45,2000,3,2025-02-16 09:03:14.164688,296,2025-02-16 09:08:10.164688,673,3
4698,49,963,396,2025-04-17 15:26:01.164696,206,2025-04-17 15:29:27.164696,2733,4
4699,31,1546,124,2024-12-07 20:10:45.164704,45,2024-12-07 20:11:30.164704,1991,4
4700,1,736,312,2025-11-23 09:00:22.164713,145,2025-11-23 09:02:47.164713,3272,5
4701,16,114,196,2025-08-16 20:10:34.164721,250,2025-08-16 20:14:44.164721,1801,5
4702,48,772,33,2025-06-05 12:34:25.164729,198,2025-06-05 12:37:43.164729,2397,3
4703,28,2205,32,2025-08-20 10:00:20.164737,228,2025-08-20 10:04:08.164737,769,5
4704,21,1420,145,2025-01-05 09:20:51.164745,45,2025-01-05 09:21:36.164745,1933,4
4705,30,1013,73,2025-08-25 13:15:56.164753,257,2025-08-25 13:20:13.164753,2620,3
4706,3,2303,261,2025-02-26 12:35:45.164761,40,2025-02-26 12:36:25.164761,108,5
4707,34,1253,277,2025-11-24 14:35:44.164769,240,2025-11-24 14:39:44.164769,38,5
4708,6,108,259,2025-09-03 15:53:51.164777,279,2025-09-03 15:58:30.164777,1537,4
4709,43,282,373,2025-01-13 11:42:49.164785,37,2025-01-13 11:43:26.164785,993,3
4710,29,2438,231,2025-02-08 21:39:03.164793,297,2025-02-08 21:44:00.164793,1855,5
4711,3,1428,195,2025-10-25 16:25:34.164801,90,2025-10-25 16:27:04.164801,1013,2
4712,33,878,293,2024-12-02 15:10:52.164809,212,2024-12-02 15:14:24.164809,3496,4
4713,11,1199,236,2025-04-04 21:27:59.164817,170,2025-04-04 21:30:49.164817,2240,2
4714,45,454,291,2025-07-23 12:11:54.164824,192,2025-07-23 12:15:06.164824,2233,1
4715,5,509,33,2025-02-13 12:56:55.164832,250,2025-02-13 13:01:05.164832,2937,5
4716,50,1264,182,2025-03-13 18:57:24.164840,49,2025-03-13 18:58:13.164840,1192,2
4717,32,2144,259,2024-12-15 21:56:13.164850,83,2024-12-15 21:57:36.164850,3395,1
4718,47,2250,176,2025-08-07 16:26:57.164858,96,2025-08-07 16:28:33.164858,1407,4
4719,18,91,146,2025-10-13 17:21:40.164866,220,2025-10-13 17:25:20.164866,1452,2
4720,47,233,131,2025-09-27 19:34:58.164874,149,2025-09-27 19:37:27.164874,1957,3
4721,20,659,93,2025-05-02 11:25:29.164882,100,2025-05-02 11:27:09.164882,3334,4
4722,39,912,357,2025-10-02 12:27:35.164890,294,2025-10-02 12:32:29.164890,2054,4
4723,49,2301,133,2025-06-21 21:06:00.164898,147,2025-06-21 21:08:27.164898,3294,3
4724,40,1468,9,2025-10-17 12:09:42.164906,218,2025-10-17 12:13:20.164906,719,4
4725,28,441,204,2025-03-11 21:10:12.164914,216,2025-03-11 21:13:48.164914,1191,1
4726,13,996,16,2025-08-01 20:38:09.164922,205,2025-08-01 20:41:34.164922,1029,5
4727,26,2112,347,2025-10-05 19:34:54.164930,46,2025-10-05 19:35:40.164930,46,4
4728,16,5,73,2025-03-09 20:14:22.164938,228,2025-03-09 20:18:10.164938,1387,2
4729,25,2120,178,2025-08-21 16:47:38.164946,80,2025-08-21 16:48:58.164946,1310,4
4730,10,617,246,2025-10-23 17:30:20.164954,98,2025-10-23 17:31:58.164954,40,3
4731,29,2378,185,2024-11-27 21:47:44.164962,117,2024-11-27 21:49:41.164962,2758,2
4732,46,1171,57,2025-11-14 15:57:30.164970,236,2025-11-14 16:01:26.164970,288,3
4733,38,2397,363,2025-03-17 15:06:41.164978,214,2025-03-17 15:10:15.164978,2350,4
4734,20,365,86,2025-11-02 15:48:40.164986,114,2025-11-02 15:50:34.164986,1373,1
4735,26,2464,17,2025-05-19 18:10:00.164994,130,2025-05-19 18:12:10.164994,373,2
4736,32,625,321,2025-01-03 17:33:06.165002,159,2025-01-03 17:35:45.165002,641,4
4737,39,507,313,2024-12-25 13:15:49.165010,246,2024-12-25 13:19:55.165010,702,4
4738,38,523,191,2025-10-17 18:08:29.165019,81,2025-10-17 18:09:50.165019,573,3
4739,49,706,195,2025-01-18 16:26:07.165027,146,2025-01-18 16:28:33.165027,1974,4
4740,24,1760,5,2025-04-03 17:44:07.165035,80,2025-04-03 17:45:27.165035,399,1
4741,31,250,385,2025-05-28 18:26:37.165043,195,2025-05-28 18:29:52.165043,1400,2
4742,40,901,175,2025-02-24 19:15:34.165051,48,2025-02-24 19:16:22.165051,2252,4
4743,12,249,132,2024-12-05 13:22:42.165059,135,2024-12-05 13:24:57.165059,456,3
4744,36,1375,88,2025-03-15 11:47:43.165067,187,2025-03-15 11:50:50.165067,1390,1
4745,10,1293,183,2025-11-16 20:52:46.165075,103,2025-11-16 20:54:29.165075,2204,5
4746,6,2496,288,2025-09-08 20:25:24.165082,170,2025-09-08 20:28:14.165082,2670,1
4747,7,1827,110,2025-05-20 20:52:25.165090,176,2025-05-20 20:55:21.165090,2191,4
4748,31,2131,66,2025-02-24 15:48:10.165098,300,2025-02-24 15:53:10.165098,2827,4
4749,27,2387,100,2025-01-15 14:36:53.165106,137,2025-01-15 14:39:10.165106,1622,2
4750,8,1104,327,2025-10-07 11:20:28.165114,79,2025-10-07 11:21:47.165114,3013,4
4751,3,2143,228,2025-08-12 13:39:32.165122,84,2025-08-12 13:40:56.165122,3041,1
4752,40,259,232,2025-01-25 18:57:10.165130,150,2025-01-25 18:59:40.165130,2927,5
4753,47,122,235,2025-06-02 14:14:38.165138,65,2025-06-02 14:15:43.165138,2664,1
4754,21,1148,264,2025-07-08 19:27:40.165158,227,2025-07-08 19:31:27.165158,2118,4
4755,1,905,36,2025-01-03 09:48:28.165165,159,2025-01-03 09:51:07.165165,1989,4
4756,45,947,268,2025-06-25 11:37:55.165173,200,2025-06-25 11:41:15.165173,489,5
4757,50,2140,156,2025-01-17 09:28:17.165181,183,2025-01-17 09:31:20.165181,520,5
4758,15,1048,2,2025-01-07 16:09:48.165189,98,2025-01-07 16:11:26.165189,3266,2
4759,7,52,367,2025-01-12 15:27:37.165196,89,2025-01-12 15:29:06.165196,2092,5
4760,15,294,78,2025-06-22 10:48:28.165204,90,2025-06-22 10:49:58.165204,1239,3
4761,25,2348,147,2025-02-04 18:25:31.165212,70,2025-02-04 18:26:41.165212,215,4
4762,3,2393,341,2025-11-13 17:00:35.165219,298,2025-11-13 17:05:33.165219,3496,2
4763,30,1406,305,2025-01-24 16:19:43.165227,110,2025-01-24 16:21:33.165227,767,1
4764,14,1592,368,2024-12-11 16:16:35.165235,156,2024-12-11 16:19:11.165235,2567,2
4765,4,2242,293,2025-05-28 19:39:54.165242,187,2025-05-28 19:43:01.165242,2432,4
4766,36,2484,180,2025-02-05 13:25:17.165250,159,2025-02-05 13:27:56.165250,1189,4
4767,3,2433,60,2025-10-17 17:12:51.165258,234,2025-10-17 17:16:45.165258,60,5
4768,5,855,225,2025-01-17 21:32:54.165265,67,2025-01-17 21:34:01.165265,2953,5
4769,25,751,298,2025-06-23 10:26:29.165273,180,2025-06-23 10:29:29.165273,794,3
4770,31,1396,263,2025-07-23 13:53:29.165280,58,2025-07-23 13:54:27.165280,1836,3
4771,11,2368,298,2025-03-04 19:21:13.165288,86,2025-03-04 19:22:39.165288,3450,4
4772,8,239,185,2025-05-04 20:37:34.165296,230,2025-05-04 20:41:24.165296,620,4
4773,26,2440,272,2025-02-24 10:24:18.165303,300,2025-02-24 10:29:18.165303,989,3
4774,2,2018,115,2025-01-29 17:01:16.165311,250,2025-01-29 17:05:26.165311,1212,3
4775,28,1963,300,2025-06-29 14:00:50.165319,107,2025-06-29 14:02:37.165319,1019,5
4776,48,2061,38,2025-01-19 11:42:40.165327,236,2025-01-19 11:46:36.165327,285,2
4777,10,541,256,2025-03-06 21:25:56.165334,119,2025-03-06 21:27:55.165334,758,5
4778,50,1317,234,2025-11-19 14:10:07.165342,255,2025-11-19 14:14:22.165342,3052,3
4779,39,2305,301,2025-11-08 11:25:08.165350,292,2025-11-08 11:30:00.165350,1770,1
4780,37,108,243,2025-04-04 09:25:25.165357,116,2025-04-04 09:27:21.165357,359,3
4781,39,1605,158,2025-06-29 17:38:57.165365,130,2025-06-29 17:41:07.165365,1584,1
4782,21,1909,400,2025-10-24 09:53:34.165373,145,2025-10-24 09:55:59.165373,206,5
4783,28,2231,388,2025-08-25 13:34:53.165380,241,2025-08-25 13:38:54.165380,1836,5
4784,38,367,350,2025-07-18 14:33:06.165388,245,2025-07-18 14:37:11.165388,3104,5
4785,33,831,212,2025-08-03 09:35:56.165414,256,2025-08-03 09:40:12.165414,687,4
4786,11,173,291,2025-02-21 18:35:12.165422,281,2025-02-21 18:39:53.165422,179,4
4787,45,1741,61,2024-12-19 21:02:21.165430,234,2024-12-19 21:06:15.165430,2690,5
4788,44,1354,133,2025-03-22 13:42:52.165438,187,2025-03-22 13:45:59.165438,509,2
4789,1,452,109,2025-02-21 17:15:39.165446,104,2025-02-21 17:17:23.165446,2300,4
4790,47,2045,334,2025-01-24 20:30:16.165478,111,2025-01-24 20:32:07.165478,3590,2
4791,33,471,384,2025-10-01 17:22:26.165487,295,2025-10-01 17:27:21.165487,3221,4
4792,3,1105,297,2025-07-26 09:09:59.165495,33,2025-07-26 09:10:32.165495,434,3
4793,26,321,360,2025-04-10 21:23:58.165503,194,2025-04-10 21:27:12.165503,1983,5
4794,15,441,284,2025-11-18 09:00:13.165511,263,2025-11-18 09:04:36.165511,122,4
4795,41,2447,138,2025-11-01 19:22:46.165519,233,2025-11-01 19:26:39.165519,1639,3
4796,14,2236,118,2025-05-09 21:43:25.165527,246,2025-05-09 21:47:31.165527,1209,2
4797,23,885,125,2025-10-03 18:56:55.165546,246,2025-10-03 19:01:01.165546,3027,4
4798,8,1922,180,2025-01-23 14:41:13.165553,62,2025-01-23 14:42:15.165553,935,2
4799,36,743,222,2025-11-16 14:24:18.165561,108,2025-11-16 14:26:06.165561,829,5
4800,20,1494,370,2025-10-06 17:16:49.165569,179,2025-10-06 17:19:48.165569,2923,4
4801,6,2040,160,2025-02-08 12:52:28.165577,245,2025-02-08 12:56:33.165577,61,5
4802,33,1261,204,2025-02-20 19:54:57.165584,241,2025-02-20 19:58:58.165584,530,1
4803,28,181,45,2025-06-27 15:28:36.165592,269,2025-06-27 15:33:05.165592,2641,5
4804,50,410,16,2025-10-29 17:48:30.165600,243,2025-10-29 17:52:33.165600,1301,2
4805,38,912,90,2025-11-15 19:07:33.165607,182,2025-11-15 19:10:35.165607,2363,2
4806,30,2230,291,2025-03-28 11:26:56.165615,237,2025-03-28 11:30:53.165615,981,5
4807,46,2152,105,2024-12-30 21:02:01.165623,286,2024-12-30 21:06:47.165623,613,4
4808,43,2335,145,2025-09-28 19:48:13.165630,57,2025-09-28 19:49:10.165630,1410,4
4809,17,2135,112,2025-04-20 14:56:44.165638,252,2025-04-20 15:00:56.165638,275,2
4810,9,386,215,2025-09-23 09:14:17.165645,129,2025-09-23 09:16:26.165645,144,2
4811,28,603,178,2025-06-26 13:16:08.165653,143,2025-06-26 13:18:31.165653,2677,3
4812,7,443,21,2025-01-21 18:02:25.165661,135,2025-01-21 18:04:40.165661,313,4
4813,46,1942,226,2025-03-22 13:42:21.165669,136,2025-03-22 13:44:37.165669,3526,3
4814,28,1761,46,2025-04-22 17:57:59.165676,159,2025-04-22 18:00:38.165676,1224,2
4815,17,2302,57,2025-05-03 14:10:19.165684,193,2025-05-03 14:13:32.165684,3298,2
4816,40,355,261,2025-11-05 15:09:50.165692,187,2025-11-05 15:12:57.165692,614,3
4817,48,1786,52,2025-09-21 10:20:58.165699,273,2025-09-21 10:25:31.165699,981,4
4818,44,2458,131,2025-06-01 18:38:27.165707,175,2025-06-01 18:41:22.165707,2952,4
4819,44,2477,53,2025-03-25 11:20:59.165715,157,2025-03-25 11:23:36.165715,111,2
4820,5,1773,83,2025-04-21 21:11:11.165722,53,2025-04-21 21:12:04.165722,453,1
4821,5,475,18,2025-08-24 10:38:00.165730,147,2025-08-24 10:40:27.165730,2706,1
4822,14,2390,143,2025-06-08 12:13:59.165737,158,2025-06-08 12:16:37.165737,3050,2
4823,6,1831,306,2025-01-03 19:42:18.165745,203,2025-01-03 19:45:41.165745,1251,1
4824,7,2445,28,2025-04-13 21:01:16.165753,53,2025-04-13 21:02:09.165753,2454,2
4825,17,1450,302,2025-03-14 13:30:57.165760,58,2025-03-14 13:31:55.165760,2863,4
4826,9,1069,113,2025-05-09 13:34:18.165768,234,2025-05-09 13:38:12.165768,1479,4
4827,31,734,116,2024-12-09 21:20:23.165775,93,2024-12-09 21:21:56.165775,2715,1
4828,22,1041,328,2025-01-23 12:38:27.165783,295,2025-01-23 12:43:22.165783,2670,1
4829,45,2267,376,2025-06-10 11:06:54.165791,170,2025-06-10 11:09:44.165791,2079,4
4830,9,596,251,2025-07-29 17:14:20.165798,131,2025-07-29 17:16:31.165798,495,5
4831,16,191,113,2025-11-21 16:53:05.165806,148,2025-11-21 16:55:33.165806,1117,5
4832,36,644,94,2025-09-15 13:21:46.165814,215,2025-09-15 13:25:21.165814,2197,3
4833,34,1823,1,2025-05-30 12:06:10.165821,291,2025-05-30 12:11:01.165821,3368,3
4834,45,94,183,2024-11-30 18:03:00.165829,295,2024-11-30 18:07:55.165829,2644,1
4835,13,1119,314,2025-07-20 15:08:42.165837,143,2025-07-20 15:11:05.165837,2335,3
4836,19,1668,149,2025-08-22 10:59:55.165844,140,2025-08-22 11:02:15.165844,342,5
4837,12,1106,56,2025-10-21 20:49:30.165852,32,2025-10-21 20:50:02.165852,1839,2
4838,36,340,70,2025-07-26 21:40:09.165860,281,2025-07-26 21:44:50.165860,390,2
4839,10,2408,145,2025-01-04 16:31:10.165867,285,2025-01-04 16:35:55.165867,2104,5
4840,16,2037,78,2025-04-21 21:17:34.165875,187,2025-04-21 21:20:41.165875,302,2
4841,28,2160,135,2024-12-31 17:46:15.165883,202,2024-12-31 17:49:37.165883,2311,3
4842,19,303,79,2025-01-12 14:35:20.165890,168,2025-01-12 14:38:08.165890,3155,1
4843,40,1842,328,2024-11-25 19:20:35.165898,66,2024-11-25 19:21:41.165898,3246,5
4844,6,1943,248,2025-06-11 11:11:37.165906,287,2025-06-11 11:16:24.165906,792,4
4845,4,51,176,2024-12-17 13:10:43.165913,259,2024-12-17 13:15:02.165913,803,4
4846,30,806,10,2025-05-31 11:45:54.165921,207,2025-05-31 11:49:21.165921,1918,1
4847,39,1929,221,2025-06-17 10:25:07.165946,56,2025-06-17 10:26:03.165946,1962,2
4848,31,701,127,2025-03-12 14:31:23.165954,207,2025-03-12 14:34:50.165954,2211,4
4849,46,661,41,2025-01-14 10:28:04.165962,235,2025-01-14 10:31:59.165962,2544,4
4850,27,1801,190,2025-10-27 14:58:03.165970,128,2025-10-27 15:00:11.165970,771,5
4851,45,1908,392,2025-02-27 19:03:23.165979,110,2025-02-27 19:05:13.165979,2224,2
4852,21,1305,107,2025-06-20 18:05:16.165987,190,2025-06-20 18:08:26.165987,2313,2
4853,37,1137,164,2025-04-09 16:19:17.165995,52,2025-04-09 16:20:09.165995,2010,1
4854,9,36,178,2025-03-28 12:48:23.166003,165,2025-03-28 12:51:08.166003,2679,5
4855,35,623,82,2025-01-02 12:22:49.166011,284,2025-01-02 12:27:33.166011,1779,1
4856,42,1564,386,2025-09-13 13:28:55.166019,153,2025-09-13 13:31:28.166019,2472,3
4857,47,2093,5,2025-02-27 20:47:54.166027,33,2025-02-27 20:48:27.166027,2803,1
4858,21,873,174,2025-06-26 10:53:50.166035,252,2025-06-26 10:58:02.166035,1533,3
4859,17,1328,333,2025-04-02 10:22:37.166043,201,2025-04-02 10:25:58.166043,2596,2
4860,24,1416,296,2025-06-24 20:51:36.166051,148,2025-06-24 20:54:04.166051,1523,1
4861,31,2063,267,2025-04-03 12:16:18.166059,178,2025-04-03 12:19:16.166059,803,5
4862,6,167,118,2025-01-20 12:02:21.166067,41,2025-01-20 12:03:02.166067,1819,4
4863,35,1689,200,2025-07-29 16:32:34.166075,228,2025-07-29 16:36:22.166075,2732,5
4864,50,63,17,2025-11-09 12:12:07.166083,175,2025-11-09 12:15:02.166083,323,4
4865,37,203,75,2025-02-26 12:26:05.166091,62,2025-02-26 12:27:07.166091,454,4
4866,13,1181,121,2025-10-20 20:12:15.166099,188,2025-10-20 20:15:23.166099,2068,1
4867,25,1539,282,2024-12-30 17:58:38.166107,274,2024-12-30 18:03:12.166107,2261,5
4868,32,2326,39,2025-08-23 15:59:02.166115,249,2025-08-23 16:03:11.166115,815,2
4869,1,1125,354,2025-03-07 16:32:34.166123,198,2025-03-07 16:35:52.166123,2240,5
4870,49,895,195,2025-08-27 21:58:35.166131,295,2025-08-27 22:03:30.166131,511,4
4871,35,1193,153,2025-10-21 14:50:11.166139,234,2025-10-21 14:54:05.166139,330,2
4872,19,1556,344,2025-03-24 17:30:12.166147,188,2025-03-24 17:33:20.166147,2461,2
